human_date_time,link,dealised_author_full_name
Sat Feb 18 09:17:51 2012,http://mail-archives.apache.org/mod_mbox/syncope-dev/201202.mbox/<CAAqLGLOvS4RK1sGOtwAHnNSLTfH=OqkdqKR-15DPchd2FVzsQQ@mail.gmail.com>,simone tripodi
Sun Feb 19 00:17:48 2012,http://mail-archives.apache.org/mod_mbox/syncope-dev/201202.mbox/<CAAqLGLMGP+yhM4gvTCx4W8D0BObwuPD-8EAaxWUwsAFVSLR4bw@mail.gmail.com>,simone tripodi
Tue Feb 21 11:31:37 2012,http://mail-archives.apache.org/mod_mbox/syncope-dev/201202.mbox/<CAAqLGLN1_CY2EYDzzXk_Vm7jrEftvdgF1E890vhdVTFBJ1W6Sg@mail.gmail.com>,simone tripodi
Tue Feb 21 13:13:31 2012,http://mail-archives.apache.org/mod_mbox/syncope-dev/201202.mbox/<CAAqLGLMztYT01tCqfAQ9AKNOFvY8po8jw2DuswC-5kfh2sjc2g@mail.gmail.com>,simone tripodi
Tue Feb 21 13:23:35 2012,http://mail-archives.apache.org/mod_mbox/syncope-dev/201202.mbox/<CAAqLGLNTWY-JANHysw2f44Mc=FpW_2D_G-NFWyBuJcXTrSd-OA@mail.gmail.com>,simone tripodi
Tue Feb 21 14:16:33 2012,http://mail-archives.apache.org/mod_mbox/syncope-dev/201202.mbox/<CAAqLGLMsPyGN3aeTbWFw_4fE0sX49GFS81s0Q=QnJS-vOakJkA@mail.gmail.com>,simone tripodi
Tue Feb 21 14:44:37 2012,http://mail-archives.apache.org/mod_mbox/syncope-dev/201202.mbox/<CAAqLGLN5nzRgi2f+fyw-YP0Zwjo0PzVo3KNPv8pgnvjKkCD1Sg@mail.gmail.com>,simone tripodi
Tue Feb 21 21:33:27 2012,http://mail-archives.apache.org/mod_mbox/syncope-dev/201202.mbox/<CAAqLGLMLpmCLjum3gT42B2Q+poY+MKUMgz1DKu7zqWtTr2=Cog@mail.gmail.com>,simone tripodi
Tue Feb 21 21:45:44 2012,http://mail-archives.apache.org/mod_mbox/syncope-dev/201202.mbox/<CAAqLGLNPX-uR=16Y+EecXUPZ17=EhzBPncwHUxoUR4ecTE8dYA@mail.gmail.com>,simone tripodi
Tue Feb 21 22:21:06 2012,http://mail-archives.apache.org/mod_mbox/syncope-dev/201202.mbox/<CAAqLGLNKtb0iu-9EKJhrHZTmyEB3sjVeH0Le3ZgJmG5XsNRZHg@mail.gmail.com>,simone tripodi
Wed Feb 22 13:23:24 2012,http://mail-archives.apache.org/mod_mbox/syncope-dev/201202.mbox/<CAAqLGLN2FMgwvo6Co7XcO2F1TvmAuDY2un7u+LHWZvgvMfHkUg@mail.gmail.com>,simone tripodi
Thu Feb 23 22:12:51 2012,http://mail-archives.apache.org/mod_mbox/syncope-dev/201202.mbox/<CAAqLGLN8eKW+Xahms+cGD=6xshDhNWNzTtodMoWkxf=NK4Y2-w@mail.gmail.com>,simone tripodi
Fri Feb 24 13:30:48 2012,http://mail-archives.apache.org/mod_mbox/syncope-dev/201202.mbox/<70809989.15083.1330090248835.JavaMail.tomcat@hel.zones.apache.org>,simone tripodi
Fri Feb 24 14:35:44 2012,http://mail-archives.apache.org/mod_mbox/syncope-dev/201202.mbox/<CAAqLGLODOQHwWw9LMj7NEBRAK_1D48s1_WMGW8SL7APuViU-FQ@mail.gmail.com>,simone tripodi
Fri Feb 24 19:45:51 2012,http://mail-archives.apache.org/mod_mbox/syncope-dev/201202.mbox/<445356508.16426.1330112751288.JavaMail.tomcat@hel.zones.apache.org>,simone tripodi
Fri Feb 24 20:44:02 2012,http://mail-archives.apache.org/mod_mbox/syncope-dev/201202.mbox/<CAAqLGLP3fPjzz8df=a7REh_44WvxzhUafZ0BicFWdpK+1+WqtA@mail.gmail.com>,simone tripodi
