human_date_time,link,dealised_author_full_name
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
Wed Apr  2 22:06:52 2014,http://mail-archives.apache.org/mod_mbox/samza-commits/201404.mbox/<20140402220656.73EAE238890B@eris.apache.org>,chris riccomini
